Supplementary Data to
NGRIP Members, Nature 431, 147 - 151 (09 September 2004); doi:10.1038/nature02805


High resolution Climate Record of the Northern Hemisphere back into the last Interglacial Period

North Greenland Ice-Core Project (NorthGRIP) Members

In this text file we list the NGRIP oxygen 18 values as 50 year mean values
using the same preliminary age scale as in Figure 2c of the accompanying paper.
Data was measured against VSMOW at the Niels Bohr Institute for Astronomy, 
Physics and Geophysics, Department of Geophysics, University of Copenhagen.  
Accuracy of individual measurements is 0.07 %. 
The initial isotope data series is based on 5 cm continuous sampling from
surface to bottom of the core, or 61100 individual measurements.
Improved dating of the NGRIP core and additional data will be posted on 
our web site http://www.glaciology.gfy.ku.dk/ngrip/index_eng.htm when 
it becomes available.

Copenhagen June 6, 2004.
Sigfus J. Johnsen <sigfus@gfy.ku.dk>.


ss09sea age       Del 18O
years BP 2000	permille
 83950.000	  -37.76
 84000.000	  -37.76
 84000.000	  -38.02
 84050.000	  -38.02
 84050.000	  -37.82
 84100.000	  -37.82
 84100.000	  -37.94
 84150.000	  -37.94
 84150.000	  -37.84
 84200.000	  -37.84
 84200.000	  -37.35
 84250.000	  -37.35
 84250.000	  -36.94
 84300.000	  -36.94
 84300.000	  -37.24
 84350.000	  -37.24
 84350.000	  -36.82
 84400.000	  -36.82
 84400.000	  -37.55
 84450.000	  -37.55
 84450.000	  -37.54
 84500.000	  -37.54
 84500.000	  -37.84
 84550.000	  -37.84
 84550.000	  -38.15
 84600.000	  -38.15
 84600.000	  -37.80
 84650.000	  -37.80
 84650.000	  -37.52
 84700.000	  -37.52
 84700.000	  -37.19
 84750.000	  -37.19
 84750.000	  -37.34
 84800.000	  -37.34
 84800.000	  -37.41
 84850.000	  -37.41
 84850.000	  -37.95
 84900.000	  -37.95
 84900.000	  -37.55
 84950.000	  -37.55
 84950.000	  -37.98
 85000.000	  -37.98
 85000.000	  -37.94
 85050.000	  -37.94
 85050.000	  -38.32
 85100.000	  -38.32
 85100.000	  -37.49
 85150.000	  -37.49
 85150.000	  -37.07
 85200.000	  -37.07
 85200.000	  -37.20
 85250.000	  -37.20
 85250.000	  -37.06
 85300.000	  -37.06
 85300.000	  -36.62
 85350.000	  -36.62
 85350.000	  -36.81
 85400.000	  -36.81
 85400.000	  -37.19
 85450.000	  -37.19
 85450.000	  -39.15
 85500.000	  -39.15
 85500.000	  -41.13
 85550.000	  -41.13
 85550.000	  -41.03
 85600.000	  -41.03
 85600.000	  -40.68
 85650.000	  -40.68
 85650.000	  -39.29
 85700.000	  -39.29
 85700.000	  -38.70
 85750.000	  -38.70
 85750.000	  -40.33
 85800.000	  -40.33
 85800.000	  -39.98
 85850.000	  -39.98
 85850.000	  -40.09
 85900.000	  -40.09
 85900.000	  -41.20
 85950.000	  -41.20
 85950.000	  -40.89
 86000.000	  -40.89
 86000.000	  -40.46
 86050.000	  -40.46
 86050.000	  -40.31
 86100.000	  -40.31
 86100.000	  -40.69
 86150.000	  -40.69
 86150.000	  -41.29
 86200.000	  -41.29
 86200.000	  -41.13
 86250.000	  -41.13
 86250.000	  -41.08
 86300.000	  -41.08
 86300.000	  -41.60
 86350.000	  -41.60
 86350.000	  -41.36
 86400.000	  -41.36
 86400.000	  -41.40
 86450.000	  -41.40
 86450.000	  -41.52
 86500.000	  -41.52
 86500.000	  -40.93
 86550.000	  -40.93
 86550.000	  -41.56
 86600.000	  -41.56
 86600.000	  -41.60
 86650.000	  -41.60
 86650.000	  -40.68
 86700.000	  -40.68
 86700.000	  -40.73
 86750.000	  -40.73
 86750.000	  -40.77
 86800.000	  -40.77
 86800.000	  -40.04
 86850.000	  -40.04
 86850.000	  -41.02
 86900.000	  -41.02
 86900.000	  -41.35
 86950.000	  -41.35
 86950.000	  -41.32
 87000.000	  -41.32
 87000.000	  -41.50
 87050.000	  -41.50
 87050.000	  -41.57
 87100.000	  -41.57
 87100.000	  -41.27
 87150.000	  -41.27
 87150.000	  -40.91
 87200.000	  -40.91
 87200.000	  -40.93
 87250.000	  -40.93
 87250.000	  -41.24
 87300.000	  -41.24
 87300.000	  -41.47
 87350.000	  -41.47
 87350.000	  -41.70
 87400.000	  -41.70
 87400.000	  -42.09
 87450.000	  -42.09
 87450.000	  -41.39
 87500.000	  -41.39
 87500.000	  -41.31
 87550.000	  -41.31
 87550.000	  -41.28
 87600.000	  -41.28
 87600.000	  -41.16
 87650.000	  -41.16
 87650.000	  -41.26
 87700.000	  -41.26
 87700.000	  -41.35
 87750.000	  -41.35
 87750.000	  -41.96
 87800.000	  -41.96
 87800.000	  -41.97
 87850.000	  -41.97
 87850.000	  -42.04
 87900.000	  -42.04
 87900.000	  -41.84
 87950.000	  -41.84
 87950.000	  -41.51
 88000.000	  -41.51
 88000.000	  -41.60
 88050.000	  -41.60
 88050.000	  -41.79
 88100.000	  -41.79
 88100.000	  -41.54
 88150.000	  -41.54
 88150.000	  -41.74
 88200.000	  -41.74
 88200.000	  -41.84
 88250.000	  -41.84
 88250.000	  -41.59
 88300.000	  -41.59
 88300.000	  -41.19
 88350.000	  -41.19
 88350.000	  -40.47
 88400.000	  -40.47
 88400.000	  -39.87
 88450.000	  -39.87
 88450.000	  -39.10
 88500.000	  -39.10
 88500.000	  -40.00
 88550.000	  -40.00
 88550.000	  -40.59
 88600.000	  -40.59
 88600.000	  -40.50
 88650.000	  -40.50
 88650.000	  -40.00
 88700.000	  -40.00
 88700.000	  -39.69
 88750.000	  -39.69
 88750.000	  -39.32
 88800.000	  -39.32
 88800.000	  -38.92
 88850.000	  -38.92
 88850.000	  -39.14
 88900.000	  -39.14
 88900.000	  -39.79
 88950.000	  -39.79
 88950.000	  -39.21
 89000.000	  -39.21
 89000.000	  -38.97
 89050.000	  -38.97
 89050.000	  -38.61
 89100.000	  -38.61
 89100.000	  -38.81
 89150.000	  -38.81
 89150.000	  -39.22
 89200.000	  -39.22
 89200.000	  -38.94
 89250.000	  -38.94
 89250.000	  -38.83
 89300.000	  -38.83
 89300.000	  -38.53
 89350.000	  -38.53
 89350.000	  -38.55
 89400.000	  -38.55
 89400.000	  -38.89
 89450.000	  -38.89
 89450.000	  -39.01
 89500.000	  -39.01
 89500.000	  -39.43
 89550.000	  -39.43
 89550.000	  -39.67
 89600.000	  -39.67
 89600.000	  -39.29
 89650.000	  -39.29
 89650.000	  -38.87
 89700.000	  -38.87
 89700.000	  -38.30
 89750.000	  -38.30
 89750.000	  -38.35
 89800.000	  -38.35
 89800.000	  -38.47
 89850.000	  -38.47
 89850.000	  -38.48
 89900.000	  -38.48
 89900.000	  -38.18
 89950.000	  -38.18
 89950.000	  -38.62
 90000.000	  -38.62
 90000.000	  -38.47
 90050.000	  -38.47
 90050.000	  -37.90
 90100.000	  -37.90
 90100.000	  -37.96
 90150.000	  -37.96
 90150.000	  -38.18
 90200.000	  -38.18
 90200.000	  -37.86
 90250.000	  -37.86
 90250.000	  -38.00
 90300.000	  -38.00
 90300.000	  -37.75
 90350.000	  -37.75
 90350.000	  -37.68
 90400.000	  -37.68
 90400.000	  -38.02
 90450.000	  -38.02
 90450.000	  -38.14
 90500.000	  -38.14
 90500.000	  -39.13
 90550.000	  -39.13
 90550.000	  -38.49
 90600.000	  -38.49
 90600.000	  -38.19
 90650.000	  -38.19
 90650.000	  -37.97
 90700.000	  -37.97
 90700.000	  -38.45
 90750.000	  -38.45
 90750.000	  -39.92
 90800.000	  -39.92
 90800.000	  -40.24
 90850.000	  -40.24
 90850.000	  -39.87
 90900.000	  -39.87
 90900.000	  -39.88
 90950.000	  -39.88
 90950.000	  -39.99
 91000.000	  -39.99
 91000.000	  -39.86
 91050.000	  -39.86
 91050.000	  -39.94
 91100.000	  -39.94
 91100.000	  -39.64
 91150.000	  -39.64
 91150.000	  -39.46
 91200.000	  -39.46
 91200.000	  -39.38
 91250.000	  -39.38
 91250.000	  -39.60
 91300.000	  -39.60
 91300.000	  -39.61
 91350.000	  -39.61
 91350.000	  -39.50
 91400.000	  -39.50
 91400.000	  -39.58
 91450.000	  -39.58
 91450.000	  -39.75
 91500.000	  -39.75
 91500.000	  -39.78
 91550.000	  -39.78
 91550.000	  -39.57
 91600.000	  -39.57
 91600.000	  -39.27
 91650.000	  -39.27
 91650.000	  -39.40
 91700.000	  -39.40
 91700.000	  -39.51
 91750.000	  -39.51
 91750.000	  -39.50
 91800.000	  -39.50
 91800.000	  -39.60
 91850.000	  -39.60
 91850.000	  -39.11
 91900.000	  -39.11
 91900.000	  -39.79
 91950.000	  -39.79
 91950.000	  -39.60
 92000.000	  -39.60
 92000.000	  -39.68
 92050.000	  -39.68
 92050.000	  -39.86
 92100.000	  -39.86
 92100.000	  -39.87
 92150.000	  -39.87
 92150.000	  -39.89
 92200.000	  -39.89
 92200.000	  -39.86
 92250.000	  -39.86
 92250.000	  -40.21
 92300.000	  -40.21
 92300.000	  -39.97
 92350.000	  -39.97
 92350.000	  -39.56
 92400.000	  -39.56
 92400.000	  -39.14
 92450.000	  -39.14
 92450.000	  -39.26
 92500.000	  -39.26
 92500.000	  -39.64
 92550.000	  -39.64
 92550.000	  -39.80
 92600.000	  -39.80
 92600.000	  -39.91
 92650.000	  -39.91
 92650.000	  -39.62
 92700.000	  -39.62
 92700.000	  -39.77
 92750.000	  -39.77
 92750.000	  -39.64
 92800.000	  -39.64
 92800.000	  -40.04
 92850.000	  -40.04
 92850.000	  -40.18
 92900.000	  -40.18
 92900.000	  -39.76
 92950.000	  -39.76
 92950.000	  -39.33
 93000.000	  -39.33
 93000.000	  -39.79
 93050.000	  -39.79
 93050.000	  -39.26
 93100.000	  -39.26
 93100.000	  -39.69
 93150.000	  -39.69
 93150.000	  -39.75
 93200.000	  -39.75
 93200.000	  -39.97
 93250.000	  -39.97
 93250.000	  -39.74
 93300.000	  -39.74
 93300.000	  -39.57
 93350.000	  -39.57
 93350.000	  -39.67
 93400.000	  -39.67
 93400.000	  -39.88
 93450.000	  -39.88
 93450.000	  -40.45
 93500.000	  -40.45
 93500.000	  -40.05
 93550.000	  -40.05
 93550.000	  -39.98
 93600.000	  -39.98
 93600.000	  -39.96
 93650.000	  -39.96
 93650.000	  -39.93
 93700.000	  -39.93
 93700.000	  -39.92
 93750.000	  -39.92
 93750.000	  -40.29
 93800.000	  -40.29
 93800.000	  -39.35
 93850.000	  -39.35
 93850.000	  -39.43
 93900.000	  -39.43
 93900.000	  -39.72
 93950.000	  -39.72
 93950.000	  -39.85
 94000.000	  -39.85
 94000.000	  -39.69
 94050.000	  -39.69
 94050.000	  -39.55
 94100.000	  -39.55
 94100.000	  -39.85
 94150.000	  -39.85
 94150.000	  -39.18
 94200.000	  -39.18
 94200.000	  -39.81
 94250.000	  -39.81
 94250.000	  -39.90
 94300.000	  -39.90
 94300.000	  -39.78
 94350.000	  -39.78
 94350.000	  -39.73
 94400.000	  -39.73
 94400.000	  -39.69
 94450.000	  -39.69
 94450.000	  -39.41
 94500.000	  -39.41
 94500.000	  -39.05
 94550.000	  -39.05
 94550.000	  -39.39
 94600.000	  -39.39
 94600.000	  -39.58
 94650.000	  -39.58
 94650.000	  -39.29
 94700.000	  -39.29
 94700.000	  -39.11
 94750.000	  -39.11
 94750.000	  -38.97
 94800.000	  -38.97
 94800.000	  -39.47
 94850.000	  -39.47
 94850.000	  -39.73
 94900.000	  -39.73
 94900.000	  -39.63
 94950.000	  -39.63
 94950.000	  -39.60
 95000.000	  -39.60
 95000.000	  -39.51
 95050.000	  -39.51
 95050.000	  -39.62
 95100.000	  -39.62
 95100.000	  -39.96
 95150.000	  -39.96
 95150.000	  -39.88
 95200.000	  -39.88
 95200.000	  -39.68
 95250.000	  -39.68
 95250.000	  -39.39
 95300.000	  -39.39
 95300.000	  -39.20
 95350.000	  -39.20
 95350.000	  -39.38
 95400.000	  -39.38
 95400.000	  -39.44
 95450.000	  -39.44
 95450.000	  -39.13
 95500.000	  -39.13
 95500.000	  -39.49
 95550.000	  -39.49
 95550.000	  -39.27
 95600.000	  -39.27
 95600.000	  -38.76
 95650.000	  -38.76
 95650.000	  -38.88
 95700.000	  -38.88
 95700.000	  -39.19
 95750.000	  -39.19
 95750.000	  -39.38
 95800.000	  -39.38
 95800.000	  -39.23
 95850.000	  -39.23
 95850.000	  -38.80
 95900.000	  -38.80
 95900.000	  -38.73
 95950.000	  -38.73
 95950.000	  -39.20
 96000.000	  -39.20
 96000.000	  -39.30
 96050.000	  -39.30
 96050.000	  -39.24
 96100.000	  -39.24
 96100.000	  -38.77
 96150.000	  -38.77
 96150.000	  -38.77
 96200.000	  -38.77
 96200.000	  -38.79
 96250.000	  -38.79
 96250.000	  -38.66
 96300.000	  -38.66
 96300.000	  -38.87
 96350.000	  -38.87
 96350.000	  -38.68
 96400.000	  -38.68
 96400.000	  -38.84
 96450.000	  -38.84
 96450.000	  -38.99
 96500.000	  -38.99
 96500.000	  -38.83
 96550.000	  -38.83
 96550.000	  -38.50
 96600.000	  -38.50
 96600.000	  -38.60
 96650.000	  -38.60
 96650.000	  -39.01
 96700.000	  -39.01
 96700.000	  -38.80
 96750.000	  -38.80
 96750.000	  -38.45
 96800.000	  -38.45
 96800.000	  -38.49
 96850.000	  -38.49
 96850.000	  -38.21
 96900.000	  -38.21
 96900.000	  -38.34
 96950.000	  -38.34
 96950.000	  -38.28
 97000.000	  -38.28
 97000.000	  -38.36
 97050.000	  -38.36
 97050.000	  -38.89
 97100.000	  -38.89
 97100.000	  -39.04
 97150.000	  -39.04
 97150.000	  -39.36
 97200.000	  -39.36
 97200.000	  -39.17
 97250.000	  -39.17
 97250.000	  -38.13
 97300.000	  -38.13
 97300.000	  -38.54
 97350.000	  -38.54
 97350.000	  -38.81
 97400.000	  -38.81
 97400.000	  -38.90
 97450.000	  -38.90
 97450.000	  -38.93
 97500.000	  -38.93
 97500.000	  -38.80
 97550.000	  -38.80
 97550.000	  -38.70
 97600.000	  -38.70
 97600.000	  -38.64
 97650.000	  -38.64
 97650.000	  -38.43
 97700.000	  -38.43
 97700.000	  -38.54
 97750.000	  -38.54
 97750.000	  -38.35
 97800.000	  -38.35
 97800.000	  -38.36
 97850.000	  -38.36
 97850.000	  -38.38
 97900.000	  -38.38
 97900.000	  -38.03
 97950.000	  -38.03
 97950.000	  -37.97
 98000.000	  -37.97
 98000.000	  -37.93
 98050.000	  -37.93
 98050.000	  -39.15
 98100.000	  -39.15
 98100.000	  -38.75
 98150.000	  -38.75
 98150.000	  -38.27
 98200.000	  -38.27
 98200.000	  -38.51
 98250.000	  -38.51
 98250.000	  -38.61
 98300.000	  -38.61
 98300.000	  -38.62
 98350.000	  -38.62
 98350.000	  -38.51
 98400.000	  -38.51
 98400.000	  -38.44
 98450.000	  -38.44
 98450.000	  -38.63
 98500.000	  -38.63
 98500.000	  -38.53
 98550.000	  -38.53
 98550.000	  -38.38
 98600.000	  -38.38
 98600.000	  -38.52
 98650.000	  -38.52
 98650.000	  -38.47
 98700.000	  -38.47
 98700.000	  -38.44
 98750.000	  -38.44
 98750.000	  -38.82
 98800.000	  -38.82
 98800.000	  -38.56
 98850.000	  -38.56
 98850.000	  -38.55
 98900.000	  -38.55
 98900.000	  -38.27
 98950.000	  -38.27
 98950.000	  -38.36
 99000.000	  -38.36
 99000.000	  -38.02
 99050.000	  -38.02
 99050.000	  -38.12
 99100.000	  -38.12
 99100.000	  -38.21
 99150.000	  -38.21
 99150.000	  -38.07
 99200.000	  -38.07
 99200.000	  -37.92
 99250.000	  -37.92
 99250.000	  -37.68
 99300.000	  -37.68
 99300.000	  -37.38
 99350.000	  -37.38
 99350.000	  -37.90
 99400.000	  -37.90
 99400.000	  -38.29
 99450.000	  -38.29
 99450.000	  -37.86
 99500.000	  -37.86
 99500.000	  -38.62
 99550.000	  -38.62
 99550.000	  -38.49
 99600.000	  -38.49
 99600.000	  -38.05
 99650.000	  -38.05
 99650.000	  -38.19
 99700.000	  -38.19
 99700.000	  -38.36
 99750.000	  -38.36
 99750.000	  -38.31
 99800.000	  -38.31
 99800.000	  -38.21
 99850.000	  -38.21
 99850.000	  -37.84
 99900.000	  -37.84
 99900.000	  -37.72
 99950.000	  -37.72
 99950.000	  -38.07
100000.000	  -38.07
100000.000	  -38.14
100050.000	  -38.14
100050.000	  -38.14
100100.000	  -38.14
100100.000	  -37.73
100150.000	  -37.73
100150.000	  -37.77
100200.000	  -37.77
100200.000	  -37.91
100250.000	  -37.91
100250.000	  -37.57
100300.000	  -37.57
100300.000	  -37.68
100350.000	  -37.68
100350.000	  -37.84
100400.000	  -37.84
100400.000	  -37.57
100450.000	  -37.57
100450.000	  -37.58
100500.000	  -37.58
100500.000	  -37.46
100550.000	  -37.46
100550.000	  -37.54
100600.000	  -37.54
100600.000	  -37.52
100650.000	  -37.52
100650.000	  -37.83
100700.000	  -37.83
100700.000	  -37.98
100750.000	  -37.98
100750.000	  -37.87
100800.000	  -37.87
100800.000	  -37.71
100850.000	  -37.71
100850.000	  -37.75
100900.000	  -37.75
100900.000	  -37.99
100950.000	  -37.99
100950.000	  -37.92
101000.000	  -37.92
101000.000	  -38.04
101050.000	  -38.04
101050.000	  -37.88
101100.000	  -37.88
101100.000	  -37.63
101150.000	  -37.63
101150.000	  -37.84
101200.000	  -37.84
101200.000	  -38.13
101250.000	  -38.13
101250.000	  -37.63
101300.000	  -37.63
101300.000	  -37.93
101350.000	  -37.93
101350.000	  -38.06
101400.000	  -38.06
101400.000	  -37.59
101450.000	  -37.59
101450.000	  -37.73
101500.000	  -37.73
101500.000	  -37.56
101550.000	  -37.56
101550.000	  -37.75
101600.000	  -37.75
101600.000	  -37.45
101650.000	  -37.45
101650.000	  -37.37
101700.000	  -37.37
101700.000	  -37.48
101750.000	  -37.48
101750.000	  -37.05
101800.000	  -37.05
101800.000	  -37.49
101850.000	  -37.49
101850.000	  -37.82
101900.000	  -37.82
101900.000	  -37.71
101950.000	  -37.71
101950.000	  -37.49
102000.000	  -37.49
102000.000	  -37.49
102050.000	  -37.49
102050.000	  -37.53
102100.000	  -37.53
102100.000	  -37.55
102150.000	  -37.55
102150.000	  -37.62
102200.000	  -37.62
102200.000	  -37.49
102250.000	  -37.49
102250.000	  -37.38
102300.000	  -37.38
102300.000	  -37.54
102350.000	  -37.54
102350.000	  -37.34
102400.000	  -37.34
102400.000	  -37.06
102450.000	  -37.06
102450.000	  -37.12
102500.000	  -37.12
102500.000	  -37.24
102550.000	  -37.24
102550.000	  -37.22
102600.000	  -37.22
102600.000	  -37.11
102650.000	  -37.11
102650.000	  -37.12
102700.000	  -37.12
102700.000	  -36.97
102750.000	  -36.97
102750.000	  -37.13
102800.000	  -37.13
102800.000	  -37.16
102850.000	  -37.16
102850.000	  -37.08
102900.000	  -37.08
102900.000	  -37.08
102950.000	  -37.08
102950.000	  -36.99
103000.000	  -36.99
103000.000	  -37.08
103050.000	  -37.08
103050.000	  -36.98
103100.000	  -36.98
103100.000	  -37.02
103150.000	  -37.02
103150.000	  -37.02
103200.000	  -37.02
103200.000	  -36.56
103250.000	  -36.56
103250.000	  -36.95
103300.000	  -36.95
103300.000	  -37.43
103350.000	  -37.43
103350.000	  -36.85
103400.000	  -36.85
103400.000	  -36.81
103450.000	  -36.81
103450.000	  -36.66
103500.000	  -36.66
103500.000	  -36.41
103550.000	  -36.41
103550.000	  -36.53
103600.000	  -36.53
103600.000	  -37.04
103650.000	  -37.04
103650.000	  -37.15
103700.000	  -37.15
103700.000	  -36.94
103750.000	  -36.94
103750.000	  -36.01
103800.000	  -36.01
103800.000	  -36.53
103850.000	  -36.53
103850.000	  -37.01
103900.000	  -37.01
103900.000	  -36.77
103950.000	  -36.77
103950.000	  -36.84
104000.000	  -36.84
104000.000	  -36.84
104050.000	  -36.84
104050.000	  -37.06
104100.000	  -37.06
104100.000	  -36.92
104150.000	  -36.92
104150.000	  -37.06
104200.000	  -37.06
104200.000	  -36.91
104250.000	  -36.91
104250.000	  -36.71
104300.000	  -36.71
104300.000	  -36.90
104350.000	  -36.90
104350.000	  -36.82
104400.000	  -36.82
104400.000	  -36.51
104450.000	  -36.51
104450.000	  -36.92
104500.000	  -36.92
104500.000	  -36.47
104550.000	  -36.47
104550.000	  -36.83
104600.000	  -36.83
104600.000	  -37.08
104650.000	  -37.08
104650.000	  -36.85
104700.000	  -36.85
104700.000	  -37.70
104750.000	  -37.70
104750.000	  -38.86
104800.000	  -38.86
104800.000	  -39.54
104850.000	  -39.54
104850.000	  -39.53
104900.000	  -39.53
104900.000	  -39.70
104950.000	  -39.70
104950.000	  -39.43
105000.000	  -39.43
105000.000	  -39.32
105050.000	  -39.32
105050.000	  -37.42
105100.000	  -37.42
105100.000	  -36.67
105150.000	  -36.67
105150.000	  -38.17
105200.000	  -38.17
105200.000	  -39.62
105250.000	  -39.62
105250.000	  -39.59
105300.000	  -39.59
105300.000	  -39.94
105350.000	  -39.94
105350.000	  -39.95
105400.000	  -39.95
105400.000	  -39.87
105450.000	  -39.87
105450.000	  -39.92
105500.000	  -39.92
105500.000	  -40.01
105550.000	  -40.01
105550.000	  -39.88
105600.000	  -39.88
105600.000	  -39.60
105650.000	  -39.60
105650.000	  -39.65
105700.000	  -39.65
105700.000	  -40.19
105750.000	  -40.19
105750.000	  -39.95
105800.000	  -39.95
105800.000	  -39.47
105850.000	  -39.47
105850.000	  -39.47
105900.000	  -39.47
105900.000	  -39.76
105950.000	  -39.76
105950.000	  -39.66
106000.000	  -39.66
106000.000	  -39.77
106050.000	  -39.77
106050.000	  -38.27
106100.000	  -38.27
106100.000	  -37.95
106150.000	  -37.95
106150.000	  -37.83
106200.000	  -37.83
106200.000	  -37.72
106250.000	  -37.72
106250.000	  -37.37
106300.000	  -37.37
106300.000	  -37.51
106350.000	  -37.51
106350.000	  -37.62
106400.000	  -37.62
106400.000	  -37.22
106450.000	  -37.22
106450.000	  -37.10
106500.000	  -37.10
106500.000	  -37.43
106550.000	  -37.43
106550.000	  -37.51
106600.000	  -37.51
106600.000	  -37.59
106650.000	  -37.59
106650.000	  -37.44
106700.000	  -37.44
106700.000	  -37.45
106750.000	  -37.45
106750.000	  -38.39
106800.000	  -38.39
106800.000	  -38.37
106850.000	  -38.37
106850.000	  -37.34
106900.000	  -37.34
106900.000	  -37.32
106950.000	  -37.32
106950.000	  -37.09
107000.000	  -37.09
107000.000	  -37.43
107050.000	  -37.43
107050.000	  -37.27
107100.000	  -37.27
107100.000	  -37.07
107150.000	  -37.07
107150.000	  -36.60
107200.000	  -36.60
107200.000	  -36.74
107250.000	  -36.74
107250.000	  -39.09
107300.000	  -39.09
107300.000	  -39.94
107350.000	  -39.94
107350.000	  -38.69
107400.000	  -38.69
107400.000	  -37.43
107450.000	  -37.43
107450.000	  -37.43
107500.000	  -37.43
107500.000	  -37.49
107550.000	  -37.49
107550.000	  -37.67
107600.000	  -37.67
107600.000	  -37.51
107650.000	  -37.51
107650.000	  -37.22
107700.000	  -37.22
107700.000	  -37.48
107750.000	  -37.48
107750.000	  -37.55
107800.000	  -37.55
107800.000	  -37.82
107850.000	  -37.82
107850.000	  -37.69
107900.000	  -37.69
107900.000	  -37.42
107950.000	  -37.42
107950.000	  -37.78
108000.000	  -37.78
108000.000	  -37.42
108050.000	  -37.42
108050.000	  -37.46
108100.000	  -37.46
108100.000	  -37.65
108150.000	  -37.65
108150.000	  -37.29
108200.000	  -37.29
108200.000	  -37.06
108250.000	  -37.06
108250.000	  -37.30
108300.000	  -37.30
108300.000	  -37.29
108350.000	  -37.29
108350.000	  -37.27
108400.000	  -37.27
108400.000	  -36.75
108450.000	  -36.75
108450.000	  -36.71
108500.000	  -36.71
108500.000	  -36.67
108550.000	  -36.67
108550.000	  -36.42
108600.000	  -36.42
108600.000	  -36.53
108650.000	  -36.53
108650.000	  -37.69
108700.000	  -37.69
108700.000	  -39.55
108750.000	  -39.55
108750.000	  -40.56
108800.000	  -40.56
108800.000	  -41.27
108850.000	  -41.27
108850.000	  -41.02
108900.000	  -41.02
108900.000	  -40.49
108950.000	  -40.49
108950.000	  -40.79
109000.000	  -40.79
109000.000	  -40.95
109050.000	  -40.95
109050.000	  -41.15
109100.000	  -41.15
109100.000	  -40.84
109150.000	  -40.84
109150.000	  -40.68
109200.000	  -40.68
109200.000	  -40.49
109250.000	  -40.49
109250.000	  -41.13
109300.000	  -41.13
109300.000	  -41.22
109350.000	  -41.22
109350.000	  -41.26
109400.000	  -41.26
109400.000	  -41.10
109450.000	  -41.10
109450.000	  -40.97
109500.000	  -40.97
109500.000	  -40.72
109550.000	  -40.72
109550.000	  -40.81
109600.000	  -40.81
109600.000	  -40.91
109650.000	  -40.91
109650.000	  -41.23
109700.000	  -41.23
109700.000	  -41.50
109750.000	  -41.50
109750.000	  -41.69
109800.000	  -41.69
109800.000	  -41.41
109850.000	  -41.41
109850.000	  -41.38
109900.000	  -41.38
109900.000	  -41.33
109950.000	  -41.33
109950.000	  -41.27
110000.000	  -41.27
110000.000	  -41.26
110050.000	  -41.26
110050.000	  -41.38
110100.000	  -41.38
110100.000	  -41.11
110150.000	  -41.11
110150.000	  -40.81
110200.000	  -40.81
110200.000	  -41.25
110250.000	  -41.25
110250.000	  -41.29
110300.000	  -41.29
110300.000	  -41.28
110350.000	  -41.28
110350.000	  -41.40
110400.000	  -41.40
110400.000	  -41.46
110450.000	  -41.46
110450.000	  -41.89
110500.000	  -41.89
110500.000	  -41.79
110550.000	  -41.79
110550.000	  -41.53
110600.000	  -41.53
110600.000	  -41.51
110650.000	  -41.51
110650.000	  -41.51
110700.000	  -41.51
110700.000	  -41.18
110750.000	  -41.18
110750.000	  -41.19
110800.000	  -41.19
110800.000	  -41.24
110850.000	  -41.24
110850.000	  -40.76
110900.000	  -40.76
110900.000	  -40.00
110950.000	  -40.00
110950.000	  -39.02
111000.000	  -39.02
111000.000	  -38.20
111050.000	  -38.20
111050.000	  -38.31
111100.000	  -38.31
111100.000	  -38.24
111150.000	  -38.24
111150.000	  -38.38
111200.000	  -38.38
111200.000	  -39.61
111250.000	  -39.61
111250.000	  -39.59
111300.000	  -39.59
111300.000	  -39.79
111350.000	  -39.79
111350.000	  -39.79
111400.000	  -39.79
111400.000	  -39.47
111450.000	  -39.47
111450.000	  -39.90
111500.000	  -39.90
111500.000	  -39.91
111550.000	  -39.91
111550.000	  -39.49
111600.000	  -39.49
111600.000	  -39.12
111650.000	  -39.12
111650.000	  -38.98
111700.000	  -38.98
111700.000	  -38.69
111750.000	  -38.69
111750.000	  -38.27
111800.000	  -38.27
111800.000	  -38.80
111850.000	  -38.80
111850.000	  -39.02
111900.000	  -39.02
111900.000	  -38.83
111950.000	  -38.83
111950.000	  -38.98
112000.000	  -38.98
112000.000	  -39.01
112050.000	  -39.01
112050.000	  -38.85
112100.000	  -38.85
112100.000	  -38.41
112150.000	  -38.41
112150.000	  -37.73
112200.000	  -37.73
112200.000	  -37.90
112250.000	  -37.90
112250.000	  -38.27
112300.000	  -38.27
112300.000	  -37.91
112350.000	  -37.91
112350.000	  -37.80
112400.000	  -37.80
112400.000	  -37.91
112450.000	  -37.91
112450.000	  -37.86
112500.000	  -37.86
112500.000	  -38.13
112550.000	  -38.13
112550.000	  -37.74
112600.000	  -37.74
112600.000	  -37.62
112650.000	  -37.62
112650.000	  -37.32
112700.000	  -37.32
112700.000	  -37.41
112750.000	  -37.41
112750.000	  -37.29
112800.000	  -37.29
112800.000	  -37.40
112850.000	  -37.40
112850.000	  -37.26
112900.000	  -37.26
112900.000	  -37.28
112950.000	  -37.28
112950.000	  -37.35
113000.000	  -37.35
113000.000	  -37.37
113050.000	  -37.37
113050.000	  -37.50
113100.000	  -37.50
113100.000	  -37.73
113150.000	  -37.73
113150.000	  -37.14
113200.000	  -37.14
113200.000	  -36.98
113250.000	  -36.98
113250.000	  -37.07
113300.000	  -37.07
113300.000	  -37.20
